person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
46,105000,RENT,4.0,EDUCATION,A,6000,7.14,0,0.06,N,16
25,66800,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,9.63,1,0.18,N,4
23,76000,RENT,0.0,PERSONAL,D,7000,14.96,1,0.09,N,4
22,95000,MORTGAGE,4.0,EDUCATION,A,6400,7.9,0,0.07,N,4
24,50000,RENT,3.0,PERSONAL,C,17000,13.79,1,0.34,N,3
35,40000,RENT,1.0,MEDICAL,B,6000,,0,0.15,N,7
22,58000,RENT,2.0,PERSONAL,A,6000,6.92,0,0.1,N,4
29,55000,MORTGAGE,1.0,VENTURE,A,12625,7.9,0,0.23,N,6
30,42000,RENT,2.0,MEDICAL,A,10000,,0,0.24,N,7
32,65000,MORTGAGE,3.0,PERSONAL,A,8000,,0,0.12,N,5
23,57000,RENT,7.0,DEBTCONSOLIDATION,B,10000,11.48,0,0.18,N,4
30,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,6.03,0,0.07,N,5
34,29152,RENT,,VENTURE,B,5000,10.36,0,0.17,N,7
23,114600,MORTGAGE,7.0,EDUCATION,C,10000,13.06,0,0.09,N,3
26,34000,RENT,3.0,VENTURE,C,15250,13.22,1,0.45,Y,2
24,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,,0,0.24,N,3
23,38000,OWN,0.0,VENTURE,B,17500,11.11,0,0.46,N,4
26,100000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,8.32,0,0.07,N,3
26,64000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,9000,18.64,1,0.14,N,4
21,20000,RENT,3.0,PERSONAL,A,4400,6.91,0,0.22,N,4
22,10800,RENT,,VENTURE,C,3600,12.23,1,0.33,Y,3
22,30400,RENT,2.0,VENTURE,D,10000,12.8,1,0.33,N,2
28,44500,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,9.45,0,0.45,N,8
29,80000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,16000,12.84,0,0.2,Y,7
27,100000,RENT,7.0,PERSONAL,E,15600,17.88,0,0.16,Y,6
25,45000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,3000,9.99,0,0.07,N,4
23,83000,RENT,7.0,EDUCATION,B,25300,10.99,1,0.3,N,3
23,24000,RENT,4.0,DEBTCONSOLIDATION,A,5000,6.62,0,0.21,N,2
23,28800,MORTGAGE,6.0,MEDICAL,B,5000,11.99,0,0.17,N,4
23,42000,RENT,4.0,EDUCATION,B,7400,,0,0.18,N,3
30,77270,MORTGAGE,9.0,HOMEIMPROVEMENT,A,3000,7.74,0,0.04,N,5
36,100671,MORTGAGE,6.0,MEDICAL,B,12000,,0,0.12,N,14
31,62400,MORTGAGE,8.0,EDUCATION,D,8500,14.09,0,0.14,N,5
24,91800,MORTGAGE,8.0,MEDICAL,D,5000,15.99,1,0.05,N,2
24,13000,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,1,0.38,N,2
24,49000,MORTGAGE,0.0,MEDICAL,B,5000,12.18,1,0.1,N,3
23,57000,RENT,8.0,EDUCATION,C,7500,11.97,0,0.13,N,4
27,95000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,10.99,0,0.26,N,5
22,36000,RENT,6.0,EDUCATION,B,6000,10.0,0,0.17,N,3
22,28000,RENT,5.0,PERSONAL,B,6900,9.99,0,0.25,N,3
26,86000,RENT,10.0,VENTURE,A,18000,8.49,0,0.21,N,2
24,45000,OWN,4.0,VENTURE,A,11000,7.49,0,0.24,N,2
23,37000,RENT,7.0,EDUCATION,A,11000,6.62,0,0.3,N,3
23,45000,RENT,0.0,EDUCATION,C,1775,12.72,0,0.04,Y,2
23,69000,MORTGAGE,1.0,VENTURE,B,19000,9.51,0,0.28,N,2
22,40000,RENT,2.0,EDUCATION,C,8000,12.99,0,0.2,N,2
22,12600,RENT,2.0,PERSONAL,B,4000,10.37,1,0.32,N,4
45,85000,RENT,0.0,PERSONAL,C,26000,14.27,1,0.31,Y,15
22,29244,RENT,0.0,DEBTCONSOLIDATION,D,3000,13.3,1,0.1,Y,2
35,26000,RENT,3.0,PERSONAL,A,8000,7.9,1,0.31,N,10
28,36000,OWN,,MEDICAL,C,15250,12.98,0,0.42,Y,10
29,65000,RENT,5.0,EDUCATION,B,7500,12.69,0,0.12,N,10
24,37000,RENT,1.0,DEBTCONSOLIDATION,A,6000,7.66,0,0.16,N,2
32,52256,RENT,13.0,PERSONAL,B,4400,,0,0.08,N,5
25,60000,MORTGAGE,1.0,EDUCATION,A,4000,,0,0.07,N,4
22,12000,RENT,1.0,EDUCATION,D,3500,15.65,1,0.29,Y,2
43,86015,MORTGAGE,3.0,VENTURE,B,2200,,0,0.03,N,16
27,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,6.62,0,0.08,N,10
28,48000,RENT,1.0,EDUCATION,A,2500,8.49,0,0.05,N,5
21,35000,OWN,5.0,EDUCATION,A,4000,7.29,0,0.11,N,2
24,87600,MORTGAGE,8.0,VENTURE,C,10000,13.49,0,0.11,Y,3
44,24300,RENT,0.0,VENTURE,D,9750,16.77,1,0.4,N,15
35,80000,RENT,19.0,VENTURE,D,25000,14.09,1,0.31,Y,10
23,75000,OWN,8.0,EDUCATION,A,8000,6.17,0,0.11,N,2
35,30000,RENT,1.0,DEBTCONSOLIDATION,A,6000,6.54,0,0.2,N,6
26,63000,MORTGAGE,4.0,EDUCATION,C,12000,15.27,1,0.19,N,2
29,28800,RENT,1.0,PERSONAL,A,1400,7.9,0,0.05,N,8
21,30000,RENT,2.0,DEBTCONSOLIDATION,B,6300,11.71,0,0.21,N,3
25,95000,MORTGAGE,4.0,EDUCATION,A,6500,7.14,0,0.07,N,3
31,83000,MORTGAGE,11.0,MEDICAL,A,7500,,0,0.09,N,10
30,120000,MORTGAGE,1.0,EDUCATION,B,4800,10.36,0,0.04,N,8
22,85000,MORTGAGE,7.0,EDUCATION,A,11700,8.59,0,0.14,N,3
22,64000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.69,1,0.16,N,4
23,33996,RENT,1.0,EDUCATION,A,1500,6.99,0,0.04,N,4
33,34500,OWN,0.0,PERSONAL,B,10000,9.63,0,0.29,N,7
22,40542,MORTGAGE,6.0,VENTURE,A,6250,,0,0.15,N,2
31,46000,RENT,4.0,DEBTCONSOLIDATION,C,11200,14.27,0,0.24,Y,6
44,30000,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.11,1,0.4,N,15
23,30000,RENT,2.0,DEBTCONSOLIDATION,D,10000,15.31,1,0.33,Y,4
25,80000,RENT,8.0,DEBTCONSOLIDATION,D,5000,14.96,1,0.06,Y,4
23,26880,RENT,6.0,DEBTCONSOLIDATION,C,3000,12.23,0,0.11,Y,2
21,45000,RENT,3.0,EDUCATION,B,10000,10.25,0,0.22,N,2
34,65000,MORTGAGE,17.0,PERSONAL,B,10000,11.36,0,0.15,N,7
21,46800,RENT,2.0,PERSONAL,A,5000,9.32,0,0.11,N,3
34,42000,MORTGAGE,18.0,MEDICAL,A,2000,5.79,0,0.05,N,7
23,87000,RENT,4.0,EDUCATION,C,2100,,0,0.02,N,2
22,60000,RENT,6.0,MEDICAL,C,1500,13.57,0,0.03,Y,2
32,70000,MORTGAGE,3.0,VENTURE,A,4000,5.79,0,0.06,N,5
23,61300,OWN,1.0,EDUCATION,D,9000,16.49,0,0.15,Y,3
25,105000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,4800,15.23,0,0.05,Y,2
24,51000,RENT,3.0,PERSONAL,A,12000,7.88,1,0.24,N,3
24,70000,RENT,8.0,PERSONAL,B,12000,10.65,0,0.17,N,3
34,35100,MORTGAGE,16.0,EDUCATION,C,9000,13.47,0,0.26,N,8
26,52000,OWN,10.0,EDUCATION,D,5000,15.65,0,0.1,Y,4
23,120000,MORTGAGE,8.0,EDUCATION,B,4000,10.65,0,0.03,N,2
24,55000,RENT,8.0,HOMEIMPROVEMENT,C,8000,13.8,0,0.15,Y,2
22,65000,RENT,6.0,DEBTCONSOLIDATION,C,16000,13.47,0,0.25,Y,3
29,43108,RENT,7.0,VENTURE,A,7200,6.03,0,0.17,N,7
29,54500,MORTGAGE,7.0,PERSONAL,D,4275,,0,0.08,N,5
31,62839,RENT,15.0,HOMEIMPROVEMENT,D,9000,15.33,0,0.14,N,10
22,60000,RENT,4.0,PERSONAL,B,9800,,0,0.16,N,3
26,46800,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12725,12.42,0,0.27,N,2
33,67000,RENT,1.0,VENTURE,A,6500,7.74,0,0.1,N,5
32,25000,RENT,,HOMEIMPROVEMENT,C,9800,12.23,1,0.39,Y,8
23,57996,RENT,5.0,DEBTCONSOLIDATION,A,8000,7.14,0,0.14,N,2
26,81360,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.07,N,4
28,40000,RENT,0.0,DEBTCONSOLIDATION,E,12000,15.57,1,0.3,N,7
25,27600,MORTGAGE,1.0,HOMEIMPROVEMENT,A,11500,6.03,1,0.42,N,4
29,80000,RENT,2.0,MEDICAL,B,30000,12.42,1,0.38,N,9
23,51319,MORTGAGE,2.0,VENTURE,B,20000,10.37,0,0.39,N,3
25,31800,OTHER,1.0,HOMEIMPROVEMENT,C,10000,12.53,1,0.31,N,3
24,45000,RENT,3.0,PERSONAL,A,7800,7.51,0,0.17,N,3
24,72984,MORTGAGE,3.0,PERSONAL,A,12000,,0,0.16,N,4
22,12000,MORTGAGE,7.0,EDUCATION,D,1500,14.84,0,0.13,Y,3
26,110400,RENT,9.0,EDUCATION,A,13000,7.9,0,0.12,N,3
25,40000,OWN,0.0,MEDICAL,A,11000,8.49,0,0.28,N,2
22,50000,RENT,6.0,MEDICAL,A,10000,7.88,0,0.2,N,3
36,30000,RENT,7.0,EDUCATION,B,4000,10.74,0,0.13,N,12
24,63000,MORTGAGE,5.0,VENTURE,B,20000,11.49,0,0.32,N,3
26,28700,RENT,6.0,MEDICAL,D,8500,13.55,1,0.3,Y,3
25,60000,RENT,3.0,HOMEIMPROVEMENT,C,7200,13.48,0,0.12,Y,4
31,57006,RENT,7.0,VENTURE,A,6000,7.29,0,0.11,N,10
31,38400,OWN,,EDUCATION,D,11000,,0,0.29,Y,8
28,288000,RENT,5.0,DEBTCONSOLIDATION,E,25000,17.93,1,0.09,N,8
24,105000,MORTGAGE,8.0,EDUCATION,B,13000,9.91,0,0.12,N,3
27,85000,OWN,2.0,VENTURE,C,10000,13.23,0,0.12,N,7
22,52000,RENT,3.0,PERSONAL,C,12000,13.57,0,0.23,Y,2
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4
21,37500,MORTGAGE,5.0,PERSONAL,A,12000,5.79,0,0.32,N,2
26,37500,RENT,3.0,EDUCATION,D,10000,14.91,0,0.27,Y,3
33,41000,RENT,2.0,MEDICAL,B,8400,11.71,0,0.2,N,6
31,82000,MORTGAGE,4.0,EDUCATION,A,10000,7.29,0,0.12,N,5
28,73000,RENT,0.0,PERSONAL,B,32000,11.99,1,0.44,N,9
22,82000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6000,,0,0.07,N,2
25,70000,MORTGAGE,6.0,MEDICAL,B,12000,10.37,0,0.17,N,4
21,45000,RENT,3.0,PERSONAL,A,7200,9.38,0,0.16,N,4
36,49000,RENT,0.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.16,Y,13
31,45000,MORTGAGE,12.0,PERSONAL,A,6000,9.32,0,0.13,N,9
25,61440,RENT,9.0,VENTURE,B,8000,10.36,0,0.13,N,4
28,61425,OWN,2.0,VENTURE,A,9000,5.99,0,0.15,N,7
22,60000,MORTGAGE,4.0,EDUCATION,C,16750,12.53,0,0.28,N,2
30,96000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.06,N,6
24,79050,RENT,2.0,MEDICAL,B,2100,9.91,1,0.02,N,4
23,33004,OWN,5.0,EDUCATION,A,5000,8.59,0,0.15,N,4
24,16800,MORTGAGE,,EDUCATION,A,3900,,1,0.23,N,2
23,35000,MORTGAGE,7.0,MEDICAL,C,5000,12.98,1,0.14,N,2
33,61000,RENT,0.0,HOMEIMPROVEMENT,B,6000,10.39,0,0.1,N,9
22,35000,RENT,5.0,EDUCATION,A,8000,7.29,0,0.23,N,2
23,55000,RENT,5.0,PERSONAL,A,3600,5.99,0,0.07,N,3
21,37800,RENT,1.0,PERSONAL,C,2400,14.26,0,0.06,Y,3
34,96900,RENT,1.0,DEBTCONSOLIDATION,A,4800,5.42,0,0.05,N,10
26,33227,RENT,2.0,EDUCATION,B,4000,9.88,0,0.12,N,3
26,22000,OWN,6.0,VENTURE,B,7500,10.96,0,0.34,N,2
25,55000,RENT,9.0,HOMEIMPROVEMENT,A,14000,6.62,0,0.25,N,2
25,90000,RENT,9.0,HOMEIMPROVEMENT,C,6000,13.49,0,0.07,N,4
28,50000,RENT,4.0,PERSONAL,A,15000,7.49,0,0.3,N,6
30,42000,RENT,0.0,MEDICAL,A,8450,8.59,0,0.2,N,7
45,19200,RENT,1.0,VENTURE,B,4000,10.0,1,0.21,N,15
27,71000,RENT,9.0,DEBTCONSOLIDATION,B,4200,,0,0.06,N,5
20,77052,MORTGAGE,4.0,EDUCATION,B,24250,11.36,0,0.31,N,2
38,30000,RENT,5.0,VENTURE,C,5000,13.61,0,0.17,Y,11
27,41000,MORTGAGE,3.0,PERSONAL,A,10000,8.59,0,0.24,N,8
27,32000,MORTGAGE,0.0,MEDICAL,C,7500,11.59,1,0.23,Y,9
34,25000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,1000,9.63,0,0.04,N,6
22,90000,MORTGAGE,6.0,VENTURE,B,3500,9.25,0,0.04,N,2
23,30000,RENT,0.0,EDUCATION,C,5000,,0,0.17,N,3
28,23350,RENT,8.0,MEDICAL,A,4900,7.88,0,0.21,N,6
22,41300,RENT,6.0,EDUCATION,B,4800,11.89,0,0.12,N,3
25,40000,RENT,6.0,VENTURE,C,10000,13.48,0,0.25,N,3
38,92904,MORTGAGE,8.0,MEDICAL,B,5375,10.51,0,0.06,N,16
29,42500,RENT,9.0,VENTURE,A,15000,7.88,1,0.35,N,7
22,24432,RENT,0.0,EDUCATION,B,2000,11.36,0,0.08,N,3
25,60000,OWN,5.0,VENTURE,C,1200,13.85,0,0.02,N,2
33,88296,MORTGAGE,0.0,DEBTCONSOLIDATION,E,15000,15.88,1,0.17,N,8
24,56000,RENT,2.0,DEBTCONSOLIDATION,B,13000,11.83,0,0.23,N,4
24,69000,RENT,2.0,DEBTCONSOLIDATION,D,4800,15.21,1,0.07,N,4
22,60000,RENT,,EDUCATION,C,3600,15.27,0,0.06,Y,2
24,42000,RENT,1.0,PERSONAL,B,2000,12.69,1,0.05,N,4
23,45000,OWN,,EDUCATION,C,15000,14.79,0,0.33,N,4
45,60000,RENT,4.0,EDUCATION,B,25000,9.99,1,0.42,N,14
30,107000,MORTGAGE,2.0,PERSONAL,A,5000,,0,0.05,N,7
23,36000,MORTGAGE,7.0,EDUCATION,B,11300,12.69,0,0.31,N,2
28,35000,OWN,5.0,EDUCATION,A,10000,7.51,0,0.29,N,7
24,67524,MORTGAGE,4.0,PERSONAL,B,10000,9.99,1,0.15,N,2
27,45000,OWN,5.0,EDUCATION,C,15250,13.98,0,0.34,N,10
23,28000,MORTGAGE,5.0,MEDICAL,A,2500,5.99,0,0.09,N,2
25,44000,RENT,1.0,EDUCATION,A,2800,6.92,0,0.06,N,3
35,36000,RENT,5.0,MEDICAL,A,7000,6.91,0,0.19,N,8
25,35000,RENT,4.0,VENTURE,D,4000,16.29,0,0.11,Y,2
22,62000,MORTGAGE,6.0,EDUCATION,A,1500,6.91,0,0.02,N,2
23,50000,MORTGAGE,3.0,EDUCATION,A,10000,6.03,0,0.2,N,4
32,60040,RENT,1.0,VENTURE,B,5000,8.88,0,0.08,N,10
22,27600,OWN,0.0,EDUCATION,A,9600,8.59,0,0.35,N,3
25,78500,MORTGAGE,9.0,DEBTCONSOLIDATION,A,16000,7.88,0,0.2,N,2
23,70000,MORTGAGE,3.0,VENTURE,A,15000,8.49,0,0.21,N,2
25,66420,MORTGAGE,1.0,EDUCATION,B,4000,12.18,0,0.06,N,2
25,27996,RENT,0.0,MEDICAL,B,1500,11.89,0,0.05,N,3
29,45000,RENT,0.0,MEDICAL,B,8000,12.18,0,0.18,N,5
23,56000,MORTGAGE,1.0,MEDICAL,A,10000,8.59,0,0.18,N,3
22,77237,MORTGAGE,0.0,MEDICAL,A,5875,6.17,0,0.08,N,3
26,82000,RENT,2.0,EDUCATION,C,4000,13.48,0,0.05,N,2
22,51000,OWN,0.0,VENTURE,A,16000,7.9,0,0.31,N,3
22,80000,RENT,3.0,DEBTCONSOLIDATION,A,9000,6.91,0,0.11,N,3
25,98000,MORTGAGE,9.0,HOMEIMPROVEMENT,E,25000,16.45,1,0.26,N,4
32,115000,MORTGAGE,3.0,EDUCATION,E,20000,16.95,0,0.17,Y,7
30,60000,MORTGAGE,14.0,PERSONAL,B,1750,9.99,0,0.03,N,8
39,100000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.14,0,0.03,N,11
31,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,10.62,0,0.1,N,10
27,30000,OWN,6.0,EDUCATION,D,1800,14.84,0,0.06,Y,5
40,35820,RENT,0.0,MEDICAL,B,3275,8.88,0,0.09,N,11
34,35496,MORTGAGE,15.0,EDUCATION,C,2800,14.17,1,0.08,Y,7
25,41000,RENT,,PERSONAL,B,12000,10.0,1,0.29,N,3
39,40000,OWN,4.0,VENTURE,B,1000,10.37,0,0.03,N,16
27,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2500,9.63,0,0.07,N,7
22,43000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8500,12.09,0,0.2,Y,4
24,62500,RENT,5.0,EDUCATION,A,11500,5.79,0,0.18,N,3
25,88500,RENT,3.0,DEBTCONSOLIDATION,C,7200,13.47,0,0.08,N,3
22,82000,MORTGAGE,5.0,EDUCATION,B,20000,9.88,0,0.24,N,4
49,15000,RENT,6.0,MEDICAL,B,2400,9.91,1,0.16,N,13
24,21000,RENT,0.0,EDUCATION,C,4000,13.43,0,0.19,N,2
21,80000,RENT,3.0,VENTURE,A,15000,,0,0.19,N,2
66,54000,RENT,3.0,MEDICAL,D,8000,16.02,0,0.15,Y,26
28,27600,RENT,3.0,VENTURE,C,3000,13.57,0,0.11,N,10
23,47000,RENT,3.0,VENTURE,B,15000,11.48,1,0.32,N,4
22,12000,RENT,0.0,MEDICAL,A,6700,7.66,1,0.56,N,4
24,36000,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.46,0,0.28,N,4
37,72000,MORTGAGE,9.0,PERSONAL,C,1600,13.92,0,0.02,N,12
25,144996,MORTGAGE,2.0,EDUCATION,E,25000,16.35,0,0.17,Y,2
35,45000,RENT,2.0,VENTURE,B,10000,10.36,0,0.22,N,5
24,45295,RENT,8.0,DEBTCONSOLIDATION,D,19650,15.37,1,0.43,Y,2
27,24000,RENT,3.0,PERSONAL,B,8000,,1,0.33,N,8
27,85000,MORTGAGE,12.0,MEDICAL,A,3800,6.03,0,0.04,N,8
25,60000,OWN,3.0,PERSONAL,C,16000,13.57,0,0.27,Y,4
23,75000,MORTGAGE,0.0,PERSONAL,A,5400,8.94,0,0.07,N,3
28,33000,MORTGAGE,9.0,PERSONAL,A,4000,7.9,1,0.12,N,8
22,54000,RENT,6.0,PERSONAL,C,6000,12.98,0,0.11,N,3
39,62692,RENT,9.0,VENTURE,B,13200,9.88,0,0.21,N,11
33,50000,MORTGAGE,8.0,MEDICAL,A,4000,5.42,0,0.08,N,10
21,34000,RENT,0.0,EDUCATION,C,10000,13.61,0,0.29,Y,4
34,26000,OWN,7.0,HOMEIMPROVEMENT,B,6000,12.42,0,0.23,N,8
53,138000,RENT,4.0,PERSONAL,B,15000,12.69,1,0.11,N,21
22,60000,MORTGAGE,4.0,PERSONAL,C,3000,13.16,0,0.05,N,2
33,33500,RENT,0.0,EDUCATION,A,6000,,0,0.18,N,9
27,160000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,7000,12.23,0,0.04,Y,6
23,34000,RENT,1.0,PERSONAL,C,9500,,1,0.28,Y,4
25,45996,RENT,3.0,VENTURE,C,11500,12.53,0,0.25,N,4
28,19992,RENT,12.0,EDUCATION,A,3000,7.14,1,0.15,N,9
23,50000,RENT,4.0,MEDICAL,B,2800,11.86,0,0.06,N,2
58,900000,RENT,18.0,DEBTCONSOLIDATION,C,19600,13.98,0,0.02,N,28
26,15436,RENT,,HOMEIMPROVEMENT,A,5500,7.88,1,0.36,N,3
22,120000,MORTGAGE,0.0,EDUCATION,D,16800,15.62,0,0.14,N,4
22,26400,RENT,6.0,EDUCATION,B,1500,11.11,0,0.06,N,3
22,14400,RENT,0.0,EDUCATION,A,4500,7.88,1,0.31,N,4
24,75000,RENT,4.0,VENTURE,B,6400,10.36,0,0.09,N,4
24,91800,MORTGAGE,8.0,MEDICAL,D,15000,16.32,1,0.14,Y,2
32,110888,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10400,9.91,0,0.09,N,7
34,38000,MORTGAGE,9.0,PERSONAL,C,14500,12.84,0,0.38,Y,6
24,45000,RENT,1.0,PERSONAL,C,16425,13.49,1,0.36,Y,2
24,49000,MORTGAGE,2.0,VENTURE,D,7000,13.17,0,0.14,Y,4
33,105000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,26375,9.91,0,0.25,N,9
24,37200,RENT,3.0,VENTURE,D,2000,,1,0.05,N,2
22,49500,RENT,7.0,MEDICAL,C,2500,14.27,0,0.05,Y,2
23,35000,MORTGAGE,7.0,VENTURE,A,2100,5.42,0,0.06,N,2
33,85000,RENT,11.0,EDUCATION,A,5000,7.9,0,0.06,N,8
28,60000,MORTGAGE,12.0,PERSONAL,B,6000,,0,0.1,N,5
38,160000,MORTGAGE,12.0,EDUCATION,A,14000,6.62,0,0.09,N,16
28,30000,RENT,1.0,PERSONAL,A,5000,6.17,0,0.17,N,6
23,40000,RENT,6.0,EDUCATION,B,15000,11.71,1,0.38,N,3
27,73200,MORTGAGE,7.0,EDUCATION,C,15000,13.22,0,0.2,N,5
24,106800,MORTGAGE,6.0,EDUCATION,A,11525,5.42,0,0.11,N,4
40,142000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.11,N,14
22,98000,MORTGAGE,5.0,EDUCATION,D,25000,14.46,0,0.26,N,3
27,74000,MORTGAGE,4.0,EDUCATION,D,12100,16.89,0,0.16,Y,9
24,50000,MORTGAGE,7.0,PERSONAL,D,9000,,0,0.18,Y,3
28,40000,MORTGAGE,1.0,MEDICAL,A,10000,7.29,0,0.25,N,10
25,88000,MORTGAGE,7.0,PERSONAL,B,11000,11.14,0,0.13,N,2
29,84500,MORTGAGE,3.0,PERSONAL,A,35000,8.9,0,0.41,N,6
27,150000,MORTGAGE,4.0,PERSONAL,C,20000,12.84,0,0.13,Y,6
22,110000,MORTGAGE,5.0,PERSONAL,C,8000,12.98,0,0.07,N,4
28,103000,MORTGAGE,2.0,EDUCATION,A,5000,5.42,0,0.05,N,5
24,84000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,7.51,0,0.1,N,2
24,34000,RENT,8.0,MEDICAL,B,12000,11.71,1,0.35,N,4
35,80000,RENT,5.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.06,N,9
41,57000,RENT,3.0,PERSONAL,D,1200,15.99,0,0.02,Y,12
22,30000,RENT,,EDUCATION,A,4350,6.03,0,0.14,N,4
31,106000,MORTGAGE,15.0,HOMEIMPROVEMENT,B,2400,9.63,0,0.02,N,6
22,31200,RENT,4.0,EDUCATION,C,6000,13.22,0,0.19,N,2
33,46000,RENT,13.0,PERSONAL,C,5600,15.27,0,0.12,N,9
32,64000,RENT,1.0,HOMEIMPROVEMENT,B,10000,12.69,0,0.16,N,8
29,50000,MORTGAGE,4.0,MEDICAL,B,21850,12.42,0,0.44,N,10
27,15600,OWN,0.0,EDUCATION,A,6400,7.74,1,0.41,N,9
23,100000,MORTGAGE,7.0,MEDICAL,B,25000,11.71,0,0.25,N,3
21,65000,RENT,0.0,DEBTCONSOLIDATION,B,12000,11.71,0,0.18,N,4
32,54000,MORTGAGE,4.0,MEDICAL,C,12000,15.27,0,0.22,N,6
22,54000,MORTGAGE,5.0,EDUCATION,C,12000,12.23,0,0.22,Y,3
25,62004,MORTGAGE,10.0,HOMEIMPROVEMENT,C,15000,13.47,0,0.24,N,4
25,48902,MORTGAGE,9.0,PERSONAL,C,6000,15.23,1,0.12,Y,3
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2
29,60000,RENT,2.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.23,N,5
25,67000,MORTGAGE,3.0,PERSONAL,A,3000,7.9,0,0.04,N,3
24,22000,RENT,3.0,MEDICAL,C,4000,13.92,0,0.18,N,3
26,98000,MORTGAGE,7.0,VENTURE,A,14000,7.88,0,0.14,N,3
23,113000,RENT,2.0,DEBTCONSOLIDATION,C,14000,13.49,0,0.12,Y,2
31,68000,OWN,8.0,VENTURE,B,10000,,0,0.15,N,7
32,107000,RENT,4.0,MEDICAL,C,4000,13.98,0,0.04,N,7
27,165000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,35000,12.99,0,0.21,N,9
25,21600,RENT,4.0,EDUCATION,A,2500,5.99,0,0.12,N,3
22,120456,MORTGAGE,6.0,EDUCATION,D,20000,14.96,0,0.17,Y,2
21,36000,OWN,,EDUCATION,A,11000,5.42,0,0.31,N,3
22,60000,MORTGAGE,2.0,PERSONAL,A,5200,5.99,0,0.09,N,2
25,41412,RENT,,MEDICAL,B,7600,11.12,0,0.18,N,4
24,40000,RENT,6.0,EDUCATION,A,5000,6.17,0,0.13,N,2
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,18000,12.99,0,0.3,N,2
31,35000,RENT,1.0,VENTURE,A,11400,6.91,1,0.33,N,8
27,59200,RENT,4.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.25,N,7
29,48712,MORTGAGE,13.0,VENTURE,A,11050,5.42,0,0.23,N,6
29,72000,MORTGAGE,5.0,PERSONAL,A,10000,6.17,0,0.14,N,10
23,28800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8400,9.63,0,0.29,N,3
22,84000,MORTGAGE,6.0,PERSONAL,B,3900,11.71,0,0.05,N,4
27,54000,OWN,2.0,HOMEIMPROVEMENT,B,9600,12.18,0,0.18,N,8
33,45000,RENT,4.0,EDUCATION,A,12000,7.88,0,0.27,N,5
22,18000,RENT,0.0,PERSONAL,B,3600,,1,0.2,N,2
35,58570,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,7.88,0,0.19,N,9
31,81000,RENT,1.0,PERSONAL,D,15000,14.42,1,0.19,N,6
22,75000,OWN,6.0,EDUCATION,A,4800,8.0,0,0.06,N,2
21,40000,RENT,5.0,VENTURE,D,1200,15.58,0,0.03,N,4
26,45000,MORTGAGE,4.0,PERSONAL,A,11000,8.9,0,0.24,N,3
25,86000,MORTGAGE,10.0,VENTURE,A,13000,8.49,0,0.15,N,4
26,55000,RENT,10.0,MEDICAL,B,15000,11.12,0,0.27,N,2
22,28800,RENT,0.0,MEDICAL,C,8000,13.72,0,0.28,Y,2
44,36000,MORTGAGE,6.0,EDUCATION,A,1000,7.51,0,0.03,N,17
23,48000,RENT,0.0,MEDICAL,D,20000,14.96,1,0.42,N,3
